record_id,Name,Slug,Description,Full hierarchy,Icon,Image,parent_id_for_import,listing_type_corrected
5603,Microwave Oven Repair Service,microwave-oven-repair-service,,Microwave Oven Repair Service,,,0,Businesses & Services
1312,Military Hospital,military-hospital,,Military Hospital,,,0,Community Spaces
16973,Mixed-Use Buildings,mixed-use-buildings,,Mixed-Use Buildings,,,0,Businesses & Services
16122,Mixed-Use Developments,mixed-use-developments,,Mixed-Use Developments,,,0,Businesses & Services
5513,Money Order Service,money-order-service,,Money Order Service,,,0,Businesses & Services
773,Money Transfer Service,money-transfer-service,,Money Transfer Service,,https://visita.co.za/wp-content/uploads/2024/07/Money-transfer-service.jpg?wpId=181300,0,Businesses & Services
6830,Montessori School,montessori-school,,Montessori School,,https://visita.co.za/wp-content/uploads/2024/07/Montessori-school.jpg?wpId=181301,0,Businesses & Services
13179,Mortgage Broker,mortgage-broker,,Mortgage Broker,,,0,Businesses & Services
17896,Mosque,mosque,,Mosque,,,0,Businesses & Services
13025,Motels & Lodges,motels-lodges,,Motels & Lodges,,,0,Businesses & Services
3557,Chalet,chalet,,Motels & Lodges > Chalet,,,13025,Businesses & Services
3413,Cottage,cottage,,Motels & Lodges > Cottage,,,13025,Businesses & Services
4924,Motel,motel,,Motels & Lodges > Motel,,,13025,Businesses & Services
235,Motorsports Store,motorsports-store,,Motorsports Store,,,0,Businesses & Services
5675,Moving & Storage,moving-storage,,Moving & Storage,,,0,Businesses & Services
5795,Moving Company,moving-company,,Moving & Storage > Moving Company,,,5675,Businesses & Services
13189,Self-Storage Facility,self-storage-facility,,Moving & Storage > Self-Storage Facility,,,5675,Businesses & Services
13188,Storage Facility,storage-facility,,Moving & Storage > Storage Facility,,,5675,Businesses & Services
5405,Moving Supply Store,moving-supply-store,,Moving Supply Store,,,0,Businesses & Services
18046,Municipal administration office,municipal-administration-office-2,,Municipal administration office,,,0,Businesses & Services
5115,Museum,museum,,Museum,,https://visita.co.za/wp-content/uploads/2024/07/Museum.jpg?wpId=181302,0,Businesses & Services
18167,National library,national-library,,National library,,,0,Businesses & Services
17814,National park,national-park-2,,National park,,,0,Businesses & Services
732,Natural Goods Store,natural-goods-store,,Natural Goods Store,,,0,Businesses & Services
17841,Nature preserve,nature-preserve-2,,Nature preserve,,,0,Businesses & Services
16103,Navigation Services,navigation-services,,Navigation Services,,,0,Businesses & Services
16107,Chart Providers,chart-providers,,Navigation Services > Chart Providers,,,16103,Businesses & Services
16106,Navigation Equipment Supply,navigation-equipment-supply,,Navigation Services > Navigation Equipment Supply,,,16103,Businesses & Services
16104,Pilot Services,pilot-services,,Navigation Services > Pilot Services,,,16103,Businesses & Services
16105,Vessel Traffic Management,vessel-traffic-management,,Navigation Services > Vessel Traffic Management,,,16103,Businesses & Services
7804,Neon Sign Shop,neon-sign-shop,,Neon Sign Shop,,,0,Businesses & Services
17876,Netball club,netball-club,,Netball club,,,0,Businesses & Services
17805,Non-profit organization,non-profit-organization,,Non-profit organization,,,0,Businesses & Services
17170,Novelty store,novelty-store-2,,Novelty store,,,0,Businesses & Services
7220,Nurse Practitioner,nurse-practitioner,,Nurse Practitioner,,,0,Businesses & Services
5860,Nursing Agency,nursing-agency,,Nursing Agency,,,0,Businesses & Services
7216,Nursing Home,nursing-home,,Nursing Home,,,0,Businesses & Services
6894,Nursing School,nursing-school,,Nursing School,,https://visita.co.za/wp-content/uploads/2024/07/Nursing-school.jpg?wpId=181307,0,Businesses & Services
2133,Nut Store,nut-store,,Nut Store,,,0,Businesses & Services
377,Off Roading Area,off-roading-area,,Off Roading Area,,,0,Businesses & Services
16218,Office Buildings,office-buildings,,Office Buildings,,,0,Businesses & Services
5634,Office Equipment Rental Service,office-equipment-rental-service,,Office Equipment Rental Service,,,0,Businesses & Services
1890,Office Furniture Store,office-furniture-store,,Office Furniture Store,,https://visita.co.za/wp-content/uploads/2023/05/kmikego7vl4.jpg?wpId=53116,0,Businesses & Services
5472,Office Parks,office-parks,,Office Parks,,,0,Businesses & Services
5846,Office Refurbishment Service,office-refurbishment-service,,Office Refurbishment Service,,,0,Businesses & Services
16088,Offshore Services,offshore-services,,Offshore Services,,,0,Businesses & Services
16089,Offshore Construction,offshore-construction,,Offshore Services > Offshore Construction,,,16088,Businesses & Services
16090,Oil and Gas Exploration Support,oil-and-gas-exploration-support,,Offshore Services > Oil and Gas Exploration Support,,,16088,Businesses & Services
16092,ROV Operations,rov-operations,,Offshore Services > ROV Operations,,,16088,Businesses & Services
16091,Subsea Engineering,subsea-engineering,,Offshore Services > Subsea Engineering,,,16088,Businesses & Services
13051,Online & E-commerce,online-e-commerce,,Online & E-commerce,,,0,Businesses & Services
5399,Internet Shop,internet-shop,,Online & E-commerce > Internet Shop,,https://visita.co.za/wp-content/uploads/2024/07/Internet-shop.jpg?wpId=181256,13051,Businesses & Services
971,Oral Surgeon,oral-surgeon,,Oral Surgeon,,,0,Businesses & Services
17891,Organic farm,organic-farm-2,,Organic farm,,,0,Businesses & Services
728,Organic Shop,organic-shop,,Organic Shop,,https://visita.co.za/wp-content/uploads/2024/07/Organic-shop.jpg?wpId=181315,0,Businesses & Services
18041,Orphanage,orphanage,,Orphanage,,,0,Businesses & Services
17888,Orthodox synagogue,orthodox-synagogue,,Orthodox synagogue,,,0,Businesses & Services
13150,Outdoor & Adventure Activities,outdoor-adventure-activities,,Outdoor & Adventure Activities,,,0,Businesses & Services
5279,Cycling Park,cycling-park,,Outdoor & Adventure Activities > Cycling Park,,,13150,Businesses & Services
13155,Diving Center,diving-center,,Outdoor & Adventure Activities > Diving Center,,,13150,Businesses & Services
5288,Fishing Camp,fishing-camp,,Outdoor & Adventure Activities > Fishing Camp,,,13150,Businesses & Services
3167,Hiking Area,hiking-area,,Outdoor & Adventure Activities > Hiking Area,,https://visita.co.za/wp-content/uploads/2024/07/Hiking-area.jpg?wpId=181234,13150,Businesses & Services
5289,Horseback Riding Service,horseback-riding-service,,Outdoor & Adventure Activities > Horseback Riding Service,,https://visita.co.za/wp-content/uploads/2024/07/Horseback-riding-service.jpg?wpId=181243,13150,Businesses & Services
5367,Hunting Area,hunting-area,,Outdoor & Adventure Activities > Hunting Area,,,13150,Businesses & Services
6229,Off-road Race Track,off-road-race-track,,Outdoor & Adventure Activities > Off-road Race Track,,,13150,Businesses & Services
5104,Paintball Center,paintball-center,,Outdoor & Adventure Activities > Paintball Center,,,13150,Businesses & Services
4717,Shooting Range,shooting-range,,Outdoor & Adventure Activities > Shooting Range,,,13150,Businesses & Services
5343,Surf School,surf-school,,Outdoor & Adventure Activities > Surf School,,,13150,Businesses & Services
5139,Outdoor Activity Organiser,outdoor-activity-organiser,,Outdoor Activity Organiser,,https://visita.co.za/wp-content/uploads/2024/07/Outdoor-activity-organiser.jpg?wpId=181318,0,Businesses & Services
17257,Outdoor clothing and equipment shop,outdoor-clothing-and-equipment-shop-2,,Outdoor clothing and equipment shop,,,0,Businesses & Services
306,Outdoor Sports Store,outdoor-sports-store,,Outdoor Sports Store,,https://visita.co.za/wp-content/uploads/2024/07/Outdoor-sports-store.jpg?wpId=181319,0,Businesses & Services
18095,Outdoor swimming pool,outdoor-swimming-pool-2,,Outdoor swimming pool,,,0,Businesses & Services
7320,Packaging Company,packaging-company,,Packaging Company,,https://visita.co.za/wp-content/uploads/2024/07/Packaging-company.jpg?wpId=181320,0,Businesses & Services
317,Packaging Supply Store,packaging-supply-store,,Packaging Supply Store,,https://visita.co.za/wp-content/uploads/2024/07/Packaging-supply-store.jpg?wpId=181321,0,Businesses & Services
15915,Panel Beaters & Auto Body Repair,panel-beaters-auto-body-repair,,Panel Beaters & Auto Body Repair,https://visita.co.za/wp-content/uploads/2025/04/car-paint-coating-spray-paint-svgrepo-com.svg?wpId=217433,https://visita.co.za/wp-content/uploads/2025/04/Panel-Beater.png?wpId=217434,0,Businesses & Services
3192,Paralegal Services Provider,paralegal-services-provider,,Paralegal Services Provider,,,0,Businesses & Services
17779,Park,park,,Park,,,0,Businesses & Services
6563,Parking Lot,parking-lot,,Parking Lot,,,0,Businesses & Services
13062,Parts & Accessories,parts-accessories,,Parts & Accessories,,,0,Businesses & Services
13978,Automotive Parts Store,automotive-parts-store,,Parts & Accessories > Automotive Parts Store,,,13062,Businesses & Services
276,Car Accessories Store,car-accessories-store,,Parts & Accessories > Car Accessories Store,,https://visita.co.za/wp-content/uploads/2023/06/Car-Accessories-Store.png?wpId=56935,13062,Businesses & Services
6107,Car Alarm Supplier,car-alarm-supplier,,Parts & Accessories > Car Alarm Supplier,,,13062,Businesses & Services
178,Car Battery Store,car-battery-store,,Parts & Accessories > Car Battery Store,,https://visita.co.za/wp-content/uploads/2023/06/Car-Battery-Store.png?wpId=56996,13062,Businesses & Services
270,Car Stereo Store,car-stereo-store,,Parts & Accessories > Car Stereo Store,,,13062,Businesses & Services
5419,Motorcycle Parts Store,motorcycle-parts-store,,Parts & Accessories > Motorcycle Parts Store,,,13062,Businesses & Services
273,Truck Parts Supplier,truck-parts-supplier,,Parts & Accessories > Truck Parts Supplier,,,13062,Businesses & Services
175,Used Auto Parts Store,used-auto-parts-store,,Parts & Accessories > Used Auto Parts Store,,,13062,Businesses & Services
5702,Vehicle Wrapping Service,vehicle-wrapping-service,,Parts & Accessories > Vehicle Wrapping Service,,,13062,Businesses & Services
7708,Passport Office,passport-office,,Passport Office,,,0,Businesses & Services
6105,Passport Photo Processor,passport-photo-processor,,Passport Photo Processor,,,0,Businesses & Services
2569,Pasta Shop,pasta-shop,,Pasta Shop,,https://visita.co.za/wp-content/uploads/2024/07/Pasta-shop.jpg?wpId=181325,0,Businesses & Services
950,Pathologist,pathologist,,Pathologist,,https://visita.co.za/wp-content/uploads/2024/07/Pathologist.jpg?wpId=181326,0,Businesses & Services
7656,Pension Office,pension-office,,Pension Office,,,0,Businesses & Services
18109,Pentecostal church,pentecostal-church,,Pentecostal church,,,0,Businesses & Services
13575,Performing Arts,performing-arts,,Performing Arts,,,0,Businesses & Services
13577,Music & Dance,music-dance,,Performing Arts > Music & Dance,,,13575,Businesses & Services
13590,Ballet Company,ballet-company,,Performing Arts > Music & Dance > Ballet Company,,,13577,Businesses & Services
13591,Dance Theater,dance-theater,,Performing Arts > Music & Dance > Dance Theater,,,13577,Businesses & Services
2522,Live Music Venue,live-music-venue,,Performing Arts > Music & Dance > Live Music Venue,,,13577,Businesses & Services
13592,Symphony Orchestra,symphony-orchestra,,Performing Arts > Music & Dance > Symphony Orchestra,,,13577,Businesses & Services
13576,Theaters & Venues,theaters-venues,,Performing Arts > Theaters & Venues,,,13575,Businesses & Services
13588,Opera House,opera-house,,Performing Arts > Theaters & Venues > Opera House,,,13576,Businesses & Services
5914,Performing Arts Theater,performing-arts-theater,,Performing Arts > Theaters & Venues > Performing Arts Theater,,,13576,Businesses & Services
13589,Theater,theater,,Performing Arts > Theaters & Venues > Theater,,,13576,Businesses & Services
13102,Pest Control & Sanitation,pest-control-sanitation,,Pest Control & Sanitation,,,0,Businesses & Services
5738,Garbage Collection Service,garbage-collection-service,,Pest Control & Sanitation > Garbage Collection Service,,,13102,Businesses & Services
7470,Garbage Dump,garbage-dump,,Pest Control & Sanitation > Garbage Dump,,,13102,Businesses & Services
5828,Garbage Dump Service,garbage-dump-service,,Pest Control & Sanitation > Garbage Dump Service,,,13102,Businesses & Services
5465,Pest Control Service,pest-control-service,,Pest Control & Sanitation > Pest Control Service,,https://visita.co.za/wp-content/uploads/2024/07/Pest-control-service.jpg?wpId=181330,13102,Businesses & Services
13634,Pet Care Services,pet-care-services,,Pet Care Services,,,0,Businesses & Services
13636,Pet Grooming & Boarding,pet-grooming-boarding,,Pet Care Services > Pet Grooming & Boarding,,,13634,Businesses & Services
13647,Mobile Pet Grooming,mobile-pet-grooming,,Pet Care Services > Pet Grooming & Boarding > Mobile Pet Grooming,,,13636,Businesses & Services
6169,Pet Boarding Service,pet-boarding-service,,Pet Care Services > Pet Grooming & Boarding > Pet Boarding Service,,,13636,Businesses & Services
13648,Pet Daycare Centre,pet-daycare-centre,,Pet Care Services > Pet Grooming & Boarding > Pet Daycare Centre,,,13636,Businesses & Services
5670,Pet Groomer,pet-groomer,,Pet Care Services > Pet Grooming & Boarding > Pet Groomer,,https://visita.co.za/wp-content/uploads/2024/07/Pet-groomer.jpg?wpId=181331,13636,Businesses & Services
13637,Pet Training & Behavior,pet-training-behavior,,Pet Care Services > Pet Training & Behavior,,,13634,Businesses & Services
13649,Animal Behaviorist,animal-behaviorist,,Pet Care Services > Pet Training & Behavior > Animal Behaviorist,,,13637,Businesses & Services
13650,Dog Training Center,dog-training-center,,Pet Care Services > Pet Training & Behavior > Dog Training Center,,,13637,Businesses & Services
13651,Pet Training,pet-training,,Pet Care Services > Pet Training & Behavior > Pet Training,,,13637,Businesses & Services
13635,Veterinary Services,veterinary-services,,Pet Care Services > Veterinary Services,,,13634,Businesses & Services
13646,Animal Hospital,animal-hospital,,Pet Care Services > Veterinary Services > Animal Hospital,,,13635,Businesses & Services
13645,Emergency Veterinary Service,emergency-veterinary-service,,Pet Care Services > Veterinary Services > Emergency Veterinary Service,,,13635,Businesses & Services
5628,Veterinarian,veterinarian,,Pet Care Services > Veterinary Services > Veterinarian,,,13635,Businesses & Services
13638,Pet Supplies & Retail,pet-supplies-retail,,Pet Supplies & Retail,,,0,Businesses & Services
13653,Aquarium Shop,aquarium-shop,,Pet Supplies & Retail > Aquarium Shop,,,13638,Businesses & Services
13654,Bird Shop,bird-shop,,Pet Supplies & Retail > Bird Shop,,,13638,Businesses & Services
13640,Pet Adoption & Shelters,pet-adoption-shelters,,Pet Supplies & Retail > Pet Adoption & Shelters,,,13638,Businesses & Services
13657,Animal Shelter,animal-shelter,,Pet Supplies & Retail > Pet Adoption & Shelters > Animal Shelter,,,13640,Businesses & Services
13656,Pet Adoption Service,pet-adoption-service,,Pet Supplies & Retail > Pet Adoption & Shelters > Pet Adoption Service,,,13640,Businesses & Services
13655,Rescue Organisation,rescue-organisation,,Pet Supplies & Retail > Pet Adoption & Shelters > Rescue Organisation,,,13640,Businesses & Services
13652,Pet Food Store,pet-food-store,,Pet Supplies & Retail > Pet Food Store,,,13638,Businesses & Services
2052,Pet Store,pet-store,,Pet Supplies & Retail > Pet Store,,https://visita.co.za/wp-content/uploads/2024/06/Pet-store.jpg?wpId=181006,13638,Businesses & Services
2081,Pet Supply Store,pet-supply-store,,Pet Supplies & Retail > Pet Supply Store,,https://visita.co.za/wp-content/uploads/2023/06/Pet-Supply-Store.png?wpId=56994,13638,Businesses & Services
156,Petrol Station,petrol-station,,Petrol Station,,https://visita.co.za/wp-content/uploads/2023/06/Gas-station.png?wpId=56995,0,Businesses & Services
220,Petroleum Products Company,petroleum-products-company,,Petroleum Products Company,,https://visita.co.za/wp-content/uploads/2024/07/Petroleum-products-company.jpg?wpId=181332,0,Businesses & Services
5110,Pharmaceutical Company,pharmaceutical-company,,Pharmaceutical Company,,https://visita.co.za/wp-content/uploads/2024/07/Pharmaceutical-company.jpg?wpId=181333,0,Businesses & Services
1489,Phone Repair Service,phone-repair-service,,Phone Repair Service,,https://visita.co.za/wp-content/uploads/2024/07/Phone-repair-service.jpg?wpId=181334,0,Businesses & Services
4712,Photo Shop,photo-shop,,Photo Shop,,,0,Businesses & Services
6565,Photography Class,photography-class,,Photography Class,,,0,Businesses & Services
5666,Photography Service,photography-service,,Photography Service,,,0,Businesses & Services
18162,Picnic ground,picnic-ground-2,,Picnic ground,,,0,Businesses & Services
5643,Picture Frame Shop,picture-frame-shop,,Picture Frame Shop,,,0,Businesses & Services
2949,Pizza Delivery,pizza-delivery,,Pizza Delivery,,https://visita.co.za/wp-content/uploads/2024/06/Pizza-delivery.jpg?wpId=181007,0,Businesses & Services
504,Pizza Takeaway,pizza-takeaway,,Pizza Takeaway,,https://visita.co.za/wp-content/uploads/2024/07/Pizza-takeaway.jpg?wpId=181339,0,Businesses & Services
17976,Place of worship,place-of-worship,,Place of worship,,,0,Businesses & Services
4928,Plant Nursery,plant-nursery,,Plant Nursery,,https://visita.co.za/wp-content/uploads/2024/07/Plant-nursery.jpg?wpId=181340,0,Businesses & Services
5770,Plastic Fabrication Company,plastic-fabrication-company,,Plastic Fabrication Company,,https://visita.co.za/wp-content/uploads/2024/07/Plastic-fabrication-company.jpg?wpId=181342,0,Businesses & Services
7323,Plastic Injection Molding Service,plastic-injection-molding-service,,Plastic Injection Molding Service,,https://visita.co.za/wp-content/uploads/2024/07/Plastic-injection-molding-service.jpg?wpId=181343,0,Businesses & Services
6374,Plastic Surgeon,plastic-surgeon,,Plastic Surgeon,,https://visita.co.za/wp-content/uploads/2024/07/Plastic-surgeon.jpg?wpId=181345,0,Businesses & Services
6380,Plastic Surgery Clinic,plastic-surgery-clinic,,Plastic Surgery Clinic,,,0,Businesses & Services
17946,Playground,playground-2,,Playground,,,0,Businesses & Services
18181,Playground equipment supplier,playground-equipment-supplier-2,,Playground equipment supplier,,,0,Businesses & Services
603,Plumbing Supply Store,plumbing-supply-store,,Plumbing Supply Store,https://visita.co.za/wp-content/uploads/2023/06/Plumbing-Icon.png?wpId=57027,https://visita.co.za/wp-content/uploads/2023/06/Plumbing-supply.png?wpId=57028,0,Businesses & Services
17091,Plus size clothing store,plus-size-clothing-store-2,,Plus size clothing store,,,0,Businesses & Services
6039,Podiatrist,podiatrist,,Podiatrist,,,0,Businesses & Services
16062,Port & Harbor Services,port-harbor-services,,Port & Harbor Services,,,0,Businesses & Services
16064,Berthing Facilities,berthing-facilities,,Port & Harbor Services > Berthing Facilities,,,16062,Businesses & Services
16065,Cargo Handling,cargo-handling,,Port & Harbor Services > Cargo Handling,,,16062,Businesses & Services
16067,Mooring and Unmooring,mooring-and-unmooring,,Port & Harbor Services > Mooring and Unmooring,,,16062,Businesses & Services
16066,Pilotage Services,pilotage-services,,Port & Harbor Services > Pilotage Services,,,16062,Businesses & Services
16063,Port Authorities,port-authorities,,Port & Harbor Services > Port Authorities,,,16062,Businesses & Services
17980,Post office,post-office-2,,Post office,,,0,Businesses & Services
5587,Poster Store,poster-store,,Poster Store,,,0,Businesses & Services
2068,Poultry Store,poultry-store,,Poultry Store,,,0,Businesses & Services
6009,Pregnancy Care Center,pregnancy-care-center,,Pregnancy Care Center,,,0,Businesses & Services
18038,Presbyterian church,presbyterian-church,,Presbyterian church,,,0,Businesses & Services
13216,Primary & Secondary Schools,primary-secondary-schools,,Primary & Secondary Schools,,,0,Businesses & Services
13223,Boarding School,boarding-school,,Primary & Secondary Schools > Boarding School,,,13216,Community Spaces
891,Boys' High School,boys-high-school,,Primary & Secondary Schools > Boys' High School,,https://visita.co.za/wp-content/uploads/2024/07/Boys-high-school.jpg?wpId=181103,13216,Community Spaces
6895,Charter School,charter-school,,Primary & Secondary Schools > Charter School,,,13216,Businesses & Services
6318,Community School,community-school,,Primary & Secondary Schools > Community School,,,13216,Community Spaces
937,Elementary School,elementary-school,,Primary & Secondary Schools > Elementary School,,https://visita.co.za/wp-content/uploads/2024/07/Elementary-school.jpg?wpId=181179,13216,Community Spaces
1702,Girls' High School,girls-high-school,,Primary & Secondary Schools > Girls' High School,,https://visita.co.za/wp-content/uploads/2024/07/Girls-high-school.jpg?wpId=181223,13216,Community Spaces
656,High School,high-school,,Primary & Secondary Schools > High School,https://visita.co.za/wp-content/uploads/2023/05/hes6nuc1mvc.jpg?wpId=52965,https://visita.co.za/wp-content/uploads/2024/06/High-school.jpg?wpId=180992,13216,Businesses & Services
13973,High Schools,high-schools,,Primary & Secondary Schools > High Schools,,,13216,Businesses & Services
1077,Gymnasium School,gymnasium-school,,Primary & Secondary Schools > High Schools > Gymnasium School,,,13973,Community Spaces
938,Preparatory School,preparatory-school,,Primary & Secondary Schools > High Schools > Preparatory School,,https://visita.co.za/wp-content/uploads/2024/07/Preparatory-school.jpg?wpId=181354,13973,Businesses & Services
918,Higher Secondary School,higher-secondary-school,,Primary & Secondary Schools > Higher Secondary School,,,13216,Businesses & Services
919,International School,international-school,,Primary & Secondary Schools > International School,,,13216,Businesses & Services
13222,Magnet School,magnet-school,,Primary & Secondary Schools > Magnet School,,,13216,Businesses & Services
904,Middle School,middle-school,,Primary & Secondary Schools > Middle School,,https://visita.co.za/wp-content/uploads/2024/07/Middle-school.jpg?wpId=181296,13216,Businesses & Services
898,Primary School,primary-school,,Primary & Secondary Schools > Primary School,,https://visita.co.za/wp-content/uploads/2023/05/4nkoeaqatga-1.jpg?wpId=52974,13216,Businesses & Services
638,Private Educational Institution,private-educational-institution,,Primary & Secondary Schools > Private Educational Institution,,https://visita.co.za/wp-content/uploads/2024/06/Private-educational-institution.jpg?wpId=181011,13216,Businesses & Services
13227,Religious School,religious-school-primary-secondary-schools,,Primary & Secondary Schools > Religious School,,,13216,Businesses & Services
1711,Secondary School,secondary-school,,Primary & Secondary Schools > Secondary School,,,13216,Businesses & Services
917,Senior High School,senior-high-school,,Primary & Secondary Schools > Senior High School,,https://visita.co.za/wp-content/uploads/2024/07/Senior-high-school.jpg?wpId=181393,13216,Community Spaces
630,Special Education School,special-education-school,,Primary & Secondary Schools > Special Education School,,https://visita.co.za/wp-content/uploads/2024/07/Special-education-school.jpg?wpId=181400,13216,Businesses & Services
17950,Primary school,primary-school-2,,Primary school,,,0,Businesses & Services
5495,Printer Ink Refill Store,printer-ink-refill-store,,Printer Ink Refill Store,,,0,Businesses & Services
15405,Printing & Publishing Services,printing-publishing-services,,Printing & Publishing Services,,,0,Businesses & Services
5635,Printing Equipment Supplier,printing-equipment-supplier,,Printing & Publishing Services > Printing Equipment Supplier,,,15405,Businesses & Services
593,Printing Services,printing-services,,Printing & Publishing Services > Printing Services,https://visita.co.za/wp-content/uploads/2024/12/printer-print-svgrepo-com.svg?wpId=189310,https://visita.co.za/wp-content/uploads/2024/06/Print-shop.jpg?wpId=181010,15405,Businesses & Services
15411,3D Printing,3d-printing,,Printing & Publishing Services > Printing Services > 3D Printing,,,593,Businesses & Services
5395,Commercial Printing,commercial-printing,,Printing & Publishing Services > Printing Services > Commercial Printing,,https://visita.co.za/wp-content/uploads/2024/07/Commercial-printer.jpg?wpId=181139,593,Businesses & Services
15406,Digital Printing,digital-printing,,Printing & Publishing Services > Printing Services > Digital Printing,,,593,Businesses & Services
1484,Digital Printing Service,digital-printing-service,,Printing & Publishing Services > Printing Services > Digital Printing Service,,https://visita.co.za/wp-content/uploads/2024/06/Digital-printing-service.jpg?wpId=180979,593,Businesses & Services
15410,Flexographic Printing,flexographic-printing,,Printing & Publishing Services > Printing Services > Flexographic Printing,,,593,Businesses & Services
5586,Invitation Printing Service,invitation-printing-service,,Printing & Publishing Services > Printing Services > Invitation Printing Service,,https://visita.co.za/wp-content/uploads/2024/07/Invitation-printing-service.jpg?wpId=181259,593,Businesses & Services
15408,Large Format Printing,large-format-printing,,Printing & Publishing Services > Printing Services > Large Format Printing,,,593,Businesses & Services
15407,Offset Printing,offset-printing,,Printing & Publishing Services > Printing Services > Offset Printing,,,593,Businesses & Services
5547,Printing Equipment and Supplies,printing-equipment-and-supplies,,Printing & Publishing Services > Printing Services > Printing Equipment and Supplies,,,593,Businesses & Services
5477,Screen Printing,screen-printing,,Printing & Publishing Services > Printing Services > Screen Printing,,https://visita.co.za/wp-content/uploads/2024/07/Screen-printer.jpg?wpId=181386,593,Businesses & Services
7684,Prison,prison,,Prison,,,0,Businesses & Services
973,Private Hospital,private-hospital,,Private Hospital,,https://visita.co.za/wp-content/uploads/2023/05/0yciuvyzfme.jpg?wpId=52997,0,Community Spaces
16048,Project Management & Consultancy,project-management-consultancy,,Project Management & Consultancy,,,0,Businesses & Services
16049,Construction Management,construction-management,,Project Management & Consultancy > Construction Management,,,16048,Businesses & Services
16051,Cost Estimating & Budgeting,cost-estimating-budgeting,,Project Management & Consultancy > Construction Management > Cost Estimating & Budgeting,,,16049,Businesses & Services
16050,Project Planning & Scheduling,project-planning-scheduling,,Project Management & Consultancy > Construction Management > Project Planning & Scheduling,,,16049,Businesses & Services
16052,Quality Control & Assurance,quality-control-assurance,,Project Management & Consultancy > Construction Management > Quality Control & Assurance,,,16049,Businesses & Services
16053,Quantity Surveying,quantity-surveying,,Project Management & Consultancy > Quantity Surveying,,,16048,Businesses & Services
16054,Bill of Quantities Preparation,bill-of-quantities-preparation,,Project Management & Consultancy > Quantity Surveying > Bill of Quantities Preparation,,,16053,Businesses & Services
16056,Contract Administration,contract-administration,,Project Management & Consultancy > Quantity Surveying > Contract Administration,,,16053,Businesses & Services
16055,Cost Control Services,cost-control-services,,Project Management & Consultancy > Quantity Surveying > Cost Control Services,,,16053,Businesses & Services
6197,Property Administrator,property-administrator,,Property Administrator,,,0,Businesses & Services
537,Property Maintenance,property-maintenance,,Property Maintenance,,https://visita.co.za/wp-content/uploads/2024/07/Property-maintenance.jpg?wpId=181359,0,Businesses & Services
3204,Property Management Company,property-management-company,,Property Management Company,,https://visita.co.za/wp-content/uploads/2024/07/Property-management-company.jpg?wpId=181360,0,Businesses & Services
17252,Pub,pub,,Pub,,,0,Businesses & Services
17808,Public beach,public-beach-2,,Public beach,,,0,Businesses & Services
3200,Public Defender's Office,public-defenders-office,,Public Defender's Office,,,0,Businesses & Services
17817,Public golf course,public-golf-course,,Public golf course,,,0,Businesses & Services
17794,Public health department,public-health-department-2,,Public health department,,,0,Businesses & Services
17795,Public library,public-library-2,,Public library,,,0,Businesses & Services
17793,Public medical center,public-medical-center-2,,Public medical center,,,0,Businesses & Services
13980,Public Services,public-services,,Public Services,,,0,Businesses & Services
7682,Correctional Services Department,correctional-services-department,,Public Services > Correctional Services Department,,,13980,Businesses & Services
5821,Fire Protection Service,fire-protection-service,,Public Services > Fire Protection Service,,,13980,Businesses & Services
7743,Police,police,,Public Services > Police,,,13980,Businesses & Services
7678,Police Academy,police-academy,,Public Services > Police > Police Academy,,,7743,Businesses & Services
7668,Sheriff's Department,sheriffs-department,,Public Services > Police > Sheriff's Department,,,7743,Businesses & Services
7287,State Police,state-police,,Public Services > Police > State Police,,https://visita.co.za/wp-content/uploads/2024/06/State-police.jpg?wpId=181018,7743,Businesses & Services
7663,Police Station,police-station,,Public Services > Police Station,,https://visita.co.za/wp-content/uploads/2024/07/Police-station.jpg?wpId=181349,13980,Businesses & Services
513,Public Health Department,public-health-department,,Public Services > Public Health Department,,https://visita.co.za/wp-content/uploads/2024/07/Public-health-department.jpg?wpId=181364,13980,Businesses & Services
7402,Public Safety Office,public-safety-office,,Public Services > Public Safety Office,,,13980,Businesses & Services
7676,Traffic Police Station,traffic-police-station,,Public Services > Traffic Police Station,,,13980,Businesses & Services
17792,Public swimming pool,public-swimming-pool-2,,Public swimming pool,,,0,Businesses & Services
13190,Public Transportation,public-transportation,,Public Transportation,,,0,Businesses & Services
13194,Airport,airport,,Public Transportation > Airport,,,13190,Businesses & Services
13192,Bus Station,bus-station,,Public Transportation > Bus Station,,,13190,Businesses & Services
13196,Shuttle Service,shuttle-service,,Public Transportation > Shuttle Service,,,13190,Businesses & Services
13195,Taxi Service,taxi-service-public-transportation,,Public Transportation > Taxi Service,,,13190,Businesses & Services
13193,Train Station,train-station,,Public Transportation > Train Station,,,13190,Businesses & Services
13107,Public Utilities,public-utilities,,Public Utilities,,,0,Businesses & Services
5756,Sewage Treatment Plant,sewage-treatment-plant,,Public Utilities > Sewage Treatment Plant,,,13107,Businesses & Services
5731,Waste Management Service,waste-management-service,,Public Utilities > Waste Management Service,,https://visita.co.za/wp-content/uploads/2024/07/Waste-management-service.jpg?wpId=181442,13107,Businesses & Services
6483,Water Treatment Plant,water-treatment-plant,,Public Utilities > Water Treatment Plant,,https://visita.co.za/wp-content/uploads/2024/07/Water-treatment-plant.jpg?wpId=181447,13107,Businesses & Services
