record_id,Name,Slug,Description,Full hierarchy,Icon,Image,parent_id_for_import,listing_type_corrected
17979,City Hall,city-hall,,City Hall,,,0,Businesses & Services
18061,City or town hall,city-or-town-hall-2,,City or town hall,,,0,Businesses & Services
17780,City park,city-park-2,,City park,,,0,Businesses & Services
17819,Civic center,civic-center,,Civic center,,,0,Businesses & Services
15952,Civil Engineering & Infrastructure,civil-engineering-infrastructure,,Civil Engineering & Infrastructure,,,0,Businesses & Services
15967,Airport Construction,airport-construction,,Civil Engineering & Infrastructure > Airport Construction,,,15952,Businesses & Services
15970,Air Traffic Control Tower Construction,air-traffic-control-tower-construction,,Civil Engineering & Infrastructure > Airport Construction > Air Traffic Control Tower Construction,,,15967,Businesses & Services
15968,Runway Construction & Maintenance,runway-construction-maintenance,,Civil Engineering & Infrastructure > Airport Construction > Runway Construction & Maintenance,,,15967,Businesses & Services
15969,Terminal Building Construction,terminal-building-construction,,Civil Engineering & Infrastructure > Airport Construction > Terminal Building Construction,,,15967,Businesses & Services
15971,Marine Construction,marine-construction,,Civil Engineering & Infrastructure > Marine Construction,,,15952,Businesses & Services
15974,Coastal Erosion Control,coastal-erosion-control,,Civil Engineering & Infrastructure > Marine Construction > Coastal Erosion Control,,,15971,Businesses & Services
15973,Dock & Pier Construction,dock-pier-construction,,Civil Engineering & Infrastructure > Marine Construction > Dock & Pier Construction,,,15971,Businesses & Services
15975,Dredging Services,dredging-services,,Civil Engineering & Infrastructure > Marine Construction > Dredging Services,,,15971,Businesses & Services
15972,Port & Harbor Development,port-harbor-development,,Civil Engineering & Infrastructure > Marine Construction > Port & Harbor Development,,,15971,Businesses & Services
15963,Rail & Mass Transit Construction,rail-mass-transit-construction,,Civil Engineering & Infrastructure > Rail & Mass Transit Construction,,,15952,Businesses & Services
15966,Light Rail & Metro Systems,light-rail-metro-systems,,Civil Engineering & Infrastructure > Rail & Mass Transit Construction > Light Rail & Metro Systems,,,15963,Businesses & Services
15965,Rail Station Construction,rail-station-construction,,Civil Engineering & Infrastructure > Rail & Mass Transit Construction > Rail Station Construction,,,15963,Businesses & Services
15964,Railway Infrastructure,railway-infrastructure,,Civil Engineering & Infrastructure > Rail & Mass Transit Construction > Railway Infrastructure,,,15963,Businesses & Services
15953,Road & Highway Construction,road-highway-construction,,Civil Engineering & Infrastructure > Road & Highway Construction,,,15952,Businesses & Services
15954,Asphalt Paving,asphalt-paving,,Civil Engineering & Infrastructure > Road & Highway Construction > Asphalt Paving,,,15953,Businesses & Services
15955,Bridge Construction & Repair,bridge-construction-repair,,Civil Engineering & Infrastructure > Road & Highway Construction > Bridge Construction & Repair,,,15953,Businesses & Services
15957,Road Maintenance & Rehabilitation,road-maintenance-rehabilitation,,Civil Engineering & Infrastructure > Road & Highway Construction > Road Maintenance & Rehabilitation,,,15953,Businesses & Services
15956,Tunnel Construction,tunnel-construction,,Civil Engineering & Infrastructure > Road & Highway Construction > Tunnel Construction,,,15953,Businesses & Services
15958,Water & Sewerage Systems,water-sewerage-systems,,Civil Engineering & Infrastructure > Water & Sewerage Systems,,,15952,Businesses & Services
15961,Pipeline Installation,pipeline-installation,,Civil Engineering & Infrastructure > Water & Sewerage Systems > Pipeline Installation,,,15958,Businesses & Services
15960,Sewage Treatment Facility Construction,sewage-treatment-facility-construction,,Civil Engineering & Infrastructure > Water & Sewerage Systems > Sewage Treatment Facility Construction,,,15958,Businesses & Services
15962,Stormwater Management Systems,stormwater-management-systems,,Civil Engineering & Infrastructure > Water & Sewerage Systems > Stormwater Management Systems,,,15958,Businesses & Services
15959,Water Treatment Plant Construction,water-treatment-plant-construction,,Civil Engineering & Infrastructure > Water & Sewerage Systems > Water Treatment Plant Construction,,,15958,Businesses & Services
17809,Cleaning products supplier,cleaning-products-supplier-2,,Cleaning products supplier,,,0,Businesses & Services
17825,Cleaning service,cleaning-service,,Cleaning service,,,0,Businesses & Services
5671,Cleaning Services,cleaning-services,,Cleaning Services,,https://visita.co.za/wp-content/uploads/2024/06/Cleaning-service.jpg?wpId=180973,0,Businesses & Services
477,Carpet Cleaning Service,carpet-cleaning-service,,Cleaning Services > Carpet Cleaning Service,,https://visita.co.za/wp-content/uploads/2024/06/Carpet-cleaning-service.jpg?wpId=180969,5671,Businesses & Services
5711,Cleaners,cleaners,,Cleaning Services > Cleaners,,https://visita.co.za/wp-content/uploads/2024/06/Cleaners.jpg?wpId=180971,5671,Businesses & Services
478,Commercial Cleaning Service,commercial-cleaning-service,,Cleaning Services > Commercial Cleaning Service,,https://visita.co.za/wp-content/uploads/2024/06/Commercial-cleaning-service.jpg?wpId=180975,5671,Businesses & Services
5717,Curtain And Upholstery Cleaning Service,curtain-and-upholstery-cleaning-service,,Cleaning Services > Curtain And Upholstery Cleaning Service,,https://visita.co.za/wp-content/uploads/2024/07/Curtain-and-upholstery-cleaning-service.jpg?wpId=181161,5671,Businesses & Services
5712,Gutter Cleaning Service,gutter-cleaning-service,,Cleaning Services > Gutter Cleaning Service,,https://visita.co.za/wp-content/uploads/2024/07/Gutter-cleaning-service.jpg?wpId=181228,5671,Businesses & Services
502,House Cleaning Service,house-cleaning-service,,Cleaning Services > House Cleaning Service,,https://visita.co.za/wp-content/uploads/2024/06/House-cleaning-service.jpg?wpId=180994,5671,Businesses & Services
5732,Janitorial Service,janitorial-service,,Cleaning Services > Janitorial Service,,https://visita.co.za/wp-content/uploads/2024/07/Janitorial-service.jpg?wpId=181261,5671,Businesses & Services
5719,Leather Cleaning Service,leather-cleaning-service,,Cleaning Services > Leather Cleaning Service,,https://visita.co.za/wp-content/uploads/2024/07/Leather-cleaning-service.jpg?wpId=181274,5671,Businesses & Services
5721,Pool Cleaning Service,pool-cleaning-service,,Cleaning Services > Pool Cleaning Service,,https://visita.co.za/wp-content/uploads/2024/07/Pool-cleaning-service.jpg?wpId=181350,5671,Businesses & Services
5714,Pressure Washing Service,pressure-washing-service,,Cleaning Services > Pressure Washing Service,,https://visita.co.za/wp-content/uploads/2024/07/Pressure-washing-service.jpg?wpId=181355,5671,Businesses & Services
5503,Upholstery Cleaning Service,upholstery-cleaning-service,,Cleaning Services > Upholstery Cleaning Service,,https://visita.co.za/wp-content/uploads/2024/07/Upholstery-cleaning-service.jpg?wpId=181436,5671,Businesses & Services
5773,Water Tank Cleaning Service,water-tank-cleaning-service,,Cleaning Services > Water Tank Cleaning Service,,,5671,Businesses & Services
5715,Window Cleaning Service,window-cleaning-service,,Cleaning Services > Window Cleaning Service,https://visita.co.za/wp-content/uploads/2025/01/window-professions-and-jobs-svgrepo-com.svg?wpId=194841,https://visita.co.za/wp-content/uploads/2024/07/Window-cleaning-service.jpg?wpId=181459,5671,Businesses & Services
16988,Clothing store,clothing-store-2,,Clothing store,,,0,Businesses & Services
17875,Club,club-2,,Club,,,0,Businesses & Services
5114,Coffee Roasters,coffee-roasters,,Coffee Roasters,,https://visita.co.za/wp-content/uploads/2024/07/Coffee-roasters.jpg?wpId=181137,0,Businesses & Services
18175,Coffee shop,coffee-shop-2,,Coffee shop,,,0,Businesses & Services
18028,College,college-2,,College,,,0,Businesses & Services
5442,Commercial Refrigeration,commercial-refrigeration,,Commercial Refrigeration,,,0,Businesses & Services
17787,Community center,community-center,,Community center,,,0,Businesses & Services
17798,Community college,community-college-2,,Community college,,,0,Businesses & Services
6242,Community Garden,community-garden,,Community Garden,,,0,Businesses & Services
17789,Community health center,community-health-center,,Community health center,,,0,Businesses & Services
5015,Community Health Centre,community-health-centre,,Community Health Centre,,,0,Businesses & Services
13110,Community Organisations,community-organisations,,Community Organisations,,,0,Businesses & Services
6313,Civic Centre,civic-centre,,Community Organisations > Civic Centre,,,13110,Businesses & Services
13106,Community Services,community-services,,Community Organisations > Community Services,,,13110,Businesses & Services
6087,Community Hall,community-hall,,Community Organisations > Community Services > Community Hall,,https://visita.co.za/wp-content/uploads/2024/07/Community-center.jpg?wpId=181140,13106,Businesses & Services
13116,Environmental Organisation,environmental-organisation,,Community Organisations > Community Services > Environmental Organisation,,,13106,Businesses & Services
13111,Fundraising Organisation,fundraising-organisation,,Community Organisations > Community Services > Fundraising Organisation,,,13106,Businesses & Services
13114,Public Library,public-library,,Community Organisations > Community Services > Public Library,,,13106,Businesses & Services
5901,Recreation Center,recreation-center,,Community Organisations > Community Services > Recreation Center,,https://visita.co.za/wp-content/uploads/2024/07/Recreation-center.jpg?wpId=181369,13106,Businesses & Services
13113,Senior Center,senior-center,,Community Organisations > Community Services > Senior Center,,,13106,Businesses & Services
6256,Social Services Organisation,social-services-organisation,,Community Organisations > Community Services > Social Services Organisation,,,13106,Businesses & Services
13115,Cultural Organisation,cultural-organisation,,Community Organisations > Cultural Organisation,,,13110,Businesses & Services
6586,Labor Union,labor-union,,Community Organisations > Labor Union,,,13110,Businesses & Services
934,Non-profit Organisations,non-profit-organisations,,Community Organisations > Non-profit Organisations,,https://visita.co.za/wp-content/uploads/2024/07/Non-profit-organization.jpg?wpId=181305,13110,Businesses & Services
5924,Places Of Worship,places-of-worship,,Community Organisations > Places Of Worship,,,13110,Businesses & Services
7581,Christian Church,christian-church,,Community Organisations > Places Of Worship > Christian Church,,,5924,Businesses & Services
141,Church,church,,Community Organisations > Places Of Worship > Church,,,5924,Businesses & Services
5922,Hindu Temple,hindu-temple,,Community Organisations > Places Of Worship > Hindu Temple,,,5924,Businesses & Services
5926,Masajid,masajid,,Community Organisations > Places Of Worship > Masajid,,,5924,Businesses & Services
13117,Synagogue,synagogue,,Community Organisations > Places Of Worship > Synagogue,,,5924,Businesses & Services
13109,Religious Organisations,religious-organisations,,Community Organisations > Religious Organisations,,,13110,Businesses & Services
906,Religious School,religious-school,,Community Organisations > Religious Organisations > Religious School,,,13109,Businesses & Services
13225,Christian School,christian-school,,Community Organisations > Religious Organisations > Religious School > Christian School,,,13227,Community Spaces
13226,Catholic School,catholic-school-christian-school,,Community Organisations > Religious Organisations > Religious School > Christian School > Catholic School,,,13225,Community Spaces
13228,Hindu School,hindu-school,,Community Organisations > Religious Organisations > Religious School > Hindu School,,,13227,Businesses & Services
13229,Jewish School,jewish-school,,Community Organisations > Religious Organisations > Religious School > Jewish School,,,13227,Businesses & Services
13224,Muslim School,muslim-school,,Community Organisations > Religious Organisations > Religious School > Muslim School,,,13227,Businesses & Services
4535,Computer Consultant,computer-consultant,,Computer Consultant,,https://visita.co.za/wp-content/uploads/2024/07/Computer-consultant.jpg?wpId=181141,0,Businesses & Services
17945,Computer training school,computer-training-school-2,,Computer training school,,,0,Businesses & Services
6232,Concert Hall,concert-hall,,Concert Hall,,,0,Businesses & Services
18104,Conservative synagogue,conservative-synagogue,,Conservative synagogue,,,0,Businesses & Services
536,Construction And Maintenance Office,construction-and-maintenance-office,,Construction And Maintenance Office,,https://visita.co.za/wp-content/uploads/2024/07/Construction-and-maintenance-office.jpg?wpId=181149,0,Businesses & Services
444,Construction Company,construction-company,,Construction Company,,https://visita.co.za/wp-content/uploads/2024/06/Construction-Company.jpg?wpId=180976,0,Businesses & Services
13967,Construction Services,construction-services,,Construction Services,,,0,Businesses & Services
6145,Building Firm,building-firm,,Construction Services > Building Firm,,https://visita.co.za/wp-content/uploads/2024/07/Building-firm.jpg?wpId=181105,13967,Businesses & Services
534,Building Restoration Service,building-restoration-service,,Construction Services > Building Restoration Service,,https://visita.co.za/wp-content/uploads/2024/07/Building-restoration-service.jpg?wpId=181107,13967,Businesses & Services
6146,Concrete Contractor,concrete-contractor,,Construction Services > Concrete Contractor,,https://visita.co.za/wp-content/uploads/2024/07/Concrete-contractor.jpg?wpId=181148,13967,Businesses & Services
572,General Contractor,general-contractor,,Construction Services > General Contractor,,https://visita.co.za/wp-content/uploads/2024/07/General-contractor.jpg?wpId=181221,13967,Businesses & Services
15937,Commercial Contractors,commercial-contractors,,Construction Services > General Contractor > Commercial Contractors,,,572,Businesses & Services
15941,"Educational Facility Construction (Schools, Universities)",educational-facility-construction,,"Construction Services > General Contractor > Commercial Contractors > Educational Facility Construction (Schools, Universities)",,,15937,Businesses & Services
15942,"Healthcare Facility Construction (Hospitals, Clinics)",healthcare-facility-construction,,"Construction Services > General Contractor > Commercial Contractors > Healthcare Facility Construction (Hospitals, Clinics)",,,15937,Businesses & Services
15940,"Hospitality Construction (Hotels, Restaurants)",hospitality-construction,,"Construction Services > General Contractor > Commercial Contractors > Hospitality Construction (Hotels, Restaurants)",,,15937,Businesses & Services
15938,Office Building Construction,office-building-construction,,Construction Services > General Contractor > Commercial Contractors > Office Building Construction,,,15937,Businesses & Services
15939,Retail & Shopping Center Construction,retail-shopping-center-construction,,Construction Services > General Contractor > Commercial Contractors > Retail & Shopping Center Construction,,,15937,Businesses & Services
15948,Government & Institutional Contractors,government-institutional-contractors,,Construction Services > General Contractor > Government & Institutional Contractors,,,572,Businesses & Services
15951,Infrastructure Development,infrastructure-development,,Construction Services > General Contractor > Government & Institutional Contractors > Infrastructure Development,,,15948,Businesses & Services
15950,Military Facility Construction,military-facility-construction,,Construction Services > General Contractor > Government & Institutional Contractors > Military Facility Construction,,,15948,Businesses & Services
15949,Public Works Projects,public-works-projects,,Construction Services > General Contractor > Government & Institutional Contractors > Public Works Projects,,,15948,Businesses & Services
15943,Industrial Contractors,industrial-contractors,,Construction Services > General Contractor > Industrial Contractors,,,572,Businesses & Services
15946,"Energy Facility Construction (Power Plants, Renewable Energy Installations)",energy-facility-construction,,"Construction Services > General Contractor > Industrial Contractors > Energy Facility Construction (Power Plants, Renewable Energy Installations)",,,15943,Businesses & Services
15944,Factory & Plant Construction,factory-plant-construction,,Construction Services > General Contractor > Industrial Contractors > Factory & Plant Construction,,,15943,Businesses & Services
15947,Mining Infrastructure Construction,mining-infrastructure-construction,,Construction Services > General Contractor > Industrial Contractors > Mining Infrastructure Construction,,,15943,Businesses & Services
15945,Warehouse Construction,warehouse-construction,,Construction Services > General Contractor > Industrial Contractors > Warehouse Construction,,,15943,Businesses & Services
15931,Residential Contractors,residential-contractors,,Construction Services > General Contractor > Residential Contractors,,,572,Businesses & Services
15936,Apartment & Condominium Construction,apartment-condominium-construction,,Construction Services > General Contractor > Residential Contractors > Apartment & Condominium Construction,,,15931,Businesses & Services
15932,Custom Home Builders,custom-home-builders,,Construction Services > General Contractor > Residential Contractors > Custom Home Builders,,,15931,Businesses & Services
15935,Estate Development,estate-development,,Construction Services > General Contractor > Residential Contractors > Estate Development,,,15931,Businesses & Services
15933,Home Renovations & Remodeling,home-renovations-remodeling,,Construction Services > General Contractor > Residential Contractors > Home Renovations & Remodeling,,,15931,Businesses & Services
15934,Residential Extensions & Additions,residential-extensions-additions,,Construction Services > General Contractor > Residential Contractors > Residential Extensions & Additions,,,15931,Businesses & Services
5760,Interior Construction Contractor,interior-construction-contractor,,Construction Services > Interior Construction Contractor,,,13967,Businesses & Services
527,Plumber,plumber,,Construction Services > Plumber,,https://visita.co.za/wp-content/uploads/2023/05/14953886.jpg?wpId=52956,13967,Businesses & Services
6225,Container Service,container-service,,Container Service,,,0,Businesses & Services
17253,Convenience store,convenience-store-2,,Convenience store,,,0,Businesses & Services
3194,Conveyancer,conveyancer,,Conveyancer,https://visita.co.za/wp-content/uploads/2023/05/The-role-of-the-Conveyancer-in-South-Africa1.jpg?wpId=53093,https://visita.co.za/wp-content/uploads/2023/05/What-Is-the-Difference-Between-a-Conveyancer-and-Solicitor1.jpg?wpId=53092,0,Businesses & Services
6727,Copier Repair Service,copier-repair-service,,Copier Repair Service,,,0,Businesses & Services
17268,Corporate office,corporate-office,,Corporate office,,,0,Businesses & Services
13091,Cosmetics & Skincare,cosmetics-skincare,,Cosmetics & Skincare,,,0,Businesses & Services
13241,Beauty Products Supplier,beauty-products-supplier,,Cosmetics & Skincare > Beauty Products Supplier,,,13091,Businesses & Services
4470,Cosmetics and Perfumes Supplier,cosmetics-and-perfumes-supplier,,Cosmetics & Skincare > Cosmetics and Perfumes Supplier,,,13091,Businesses & Services
672,Make-up Artist,make-up-artist,,Cosmetics & Skincare > Make-up Artist,,https://visita.co.za/wp-content/uploads/2024/07/Hydraulic-equipment-supplier.jpg?wpId=181246,13091,Businesses & Services
13237,Makeup Services,makeup-services,,Cosmetics & Skincare > Makeup Services,,,13091,Businesses & Services
686,Permanent Make-up Clinic,permanent-make-up-clinic,,Cosmetics & Skincare > Permanent Make-up Clinic,,,13091,Businesses & Services
13238,Permanent Makeup Clinic,permanent-makeup-clinic,,Cosmetics & Skincare > Permanent Makeup Clinic,,,13091,Businesses & Services
677,Skin Care Clinic,skin-care-clinic,,Cosmetics & Skincare > Skin Care Clinic,https://visita.co.za/wp-content/uploads/2023/06/Skin-Care-Clinic.webp?wpId=56936,https://visita.co.za/wp-content/uploads/2023/06/Skin-Care-Clinic.png?wpId=56937,13091,Businesses & Services
7650,Council,council,,Council,,,0,Businesses & Services
6033,Counselor,counselor,,Counselor,,https://visita.co.za/wp-content/uploads/2024/07/Counselor.jpg?wpId=181155,0,Businesses & Services
18173,Country club,country-club-2,,Country club,,,0,Businesses & Services
5281,Country House,country-house,,Country House,,,0,Businesses & Services
6293,Cricket Ground,cricket-ground,,Cricket Ground,,,0,Businesses & Services
17941,Cultural center,cultural-center-2,,Cultural center,,,0,Businesses & Services
13578,Cultural Events & Activities,cultural-events-activities,,Cultural Events & Activities,,,0,Businesses & Services
13580,Cultural Centers,cultural-centers,,Cultural Events & Activities > Cultural Centers,,,13578,Businesses & Services
13597,Community Arts Center,community-arts-center,,Cultural Events & Activities > Cultural Centers > Community Arts Center,,,13580,Businesses & Services
13599,Cultural Center,cultural-center,,Cultural Events & Activities > Cultural Centers > Cultural Center,,,13580,Businesses & Services
13598,Heritage Center,heritage-center,,Cultural Events & Activities > Cultural Centers > Heritage Center,,,13580,Businesses & Services
13579,Festivals,festivals,,Cultural Events & Activities > Festivals,,,13578,Businesses & Services
13596,Cultural Festival,cultural-festival,,Cultural Events & Activities > Festivals > Cultural Festival,,,13579,Businesses & Services
13595,Film Festival,film-festival,,Cultural Events & Activities > Festivals > Film Festival,,,13579,Businesses & Services
13593,Food Festival,food-festival,,Cultural Events & Activities > Festivals > Food Festival,,,13579,Businesses & Services
13594,Music Festival,music-festival,,Cultural Events & Activities > Festivals > Music Festival,,,13579,Businesses & Services
13581,Workshops & Classes,workshops-classes,,Cultural Events & Activities > Workshops & Classes,,,13578,Businesses & Services
13603,Art Classes,art-classes,,Cultural Events & Activities > Workshops & Classes > Art Classes,,,13581,Businesses & Services
13600,Craft Workshops,craft-workshops,,Cultural Events & Activities > Workshops & Classes > Craft Workshops,,,13581,Businesses & Services
13602,Dance Classes,dance-classes,,Cultural Events & Activities > Workshops & Classes > Dance Classes,,,13581,Businesses & Services
13601,Music Lessons,music-lessons,,Cultural Events & Activities > Workshops & Classes > Music Lessons,,,13581,Businesses & Services
13572,Cultural Institutions,cultural-institutions,,Cultural Institutions,,,0,Businesses & Services
13574,Art Galleries,art-galleries,,Cultural Institutions > Art Galleries,,,13572,Businesses & Services
13587,Art Gallery,art-gallery,,Cultural Institutions > Art Galleries > Art Gallery,,,13574,Businesses & Services
13586,Contemporary Art Gallery,contemporary-art-gallery,,Cultural Institutions > Art Galleries > Contemporary Art Gallery,,,13574,Businesses & Services
13585,Photography Gallery,photography-gallery,,Cultural Institutions > Art Galleries > Photography Gallery,,,13574,Businesses & Services
13573,Museums,museums,,Cultural Institutions > Museums,,,13572,Businesses & Services
13584,Art Museum,art-museum,,Cultural Institutions > Museums > Art Museum,,,13573,Businesses & Services
13582,Children's Museum,childrens-museum,,Cultural Institutions > Museums > Children's Museum,,,13573,Businesses & Services
5933,History Museum,history-museum,,Cultural Institutions > Museums > History Museum,,,13573,Businesses & Services
13583,Science Museum,science-museum,,Cultural Institutions > Museums > Science Museum,,,13573,Businesses & Services
17799,Cycling park,cycling-park-2,,Cycling park,,,0,Businesses & Services
13060,Dealerships,dealerships,,Dealerships,,,0,Businesses & Services
210,Car Dealer,car-dealer,,Dealerships > Car Dealer,,https://visita.co.za/wp-content/uploads/2023/05/kkv2pnpmz1i.jpg?wpId=52961,13060,Businesses & Services
148,Ford Dealer,ford-dealer,,Dealerships > Ford Dealer,,,13060,Businesses & Services
264,Forklift Dealer,forklift-dealer,,Dealerships > Forklift Dealer,,,13060,Businesses & Services
290,Hyundai Dealer,hyundai-dealer,,Dealerships > Hyundai Dealer,,,13060,Businesses & Services
237,Isuzu Dealer,isuzu-dealer,,Dealerships > Isuzu Dealer,,,13060,Businesses & Services
298,Jaguar Dealer,jaguar-dealer,,Dealerships > Jaguar Dealer,,,13060,Businesses & Services
288,Kia Dealer,kia-dealer,,Dealerships > Kia Dealer,,,13060,Businesses & Services
269,Land Rover Dealer,land-rover-dealer,,Dealerships > Land Rover Dealer,,,13060,Businesses & Services
363,Mazda Dealer,mazda-dealer,,Dealerships > Mazda Dealer,,,13060,Businesses & Services
301,Mercedes-benz Dealer,mercedes-benz-dealer,,Dealerships > Mercedes-benz Dealer,,,13060,Businesses & Services
234,Motor Vehicle Dealer,motor-vehicle-dealer,,Dealerships > Motor Vehicle Dealer,,https://visita.co.za/wp-content/uploads/2023/05/ljdaje2oij4.jpg?wpId=52986,13060,Businesses & Services
300,Motorcycle Dealer,motorcycle-dealer,,Dealerships > Motorcycle Dealer,,,13060,Businesses & Services
390,Motorcycle Shop,motorcycle-shop,,Dealerships > Motorcycle Shop,,,13060,Businesses & Services
243,Nissan Dealer,nissan-dealer,,Dealerships > Nissan Dealer,,,13060,Businesses & Services
296,Race Car Dealer,race-car-dealer,,Dealerships > Race Car Dealer,,,13060,Businesses & Services
294,Renault Dealer,renault-dealer,,Dealerships > Renault Dealer,,,13060,Businesses & Services
5690,Rv Dealer,rv-dealer,,Dealerships > Rv Dealer,,,13060,Businesses & Services
239,Suzuki Dealer,suzuki-dealer,,Dealerships > Suzuki Dealer,,,13060,Businesses & Services
289,Toyota Dealer,toyota-dealer,,Dealerships > Toyota Dealer,,https://visita.co.za/wp-content/uploads/2024/07/Toyota-dealer.jpg?wpId=181428,13060,Businesses & Services
278,Tractor Dealer,tractor-dealer,,Dealerships > Tractor Dealer,,,13060,Businesses & Services
392,Trailer Dealer,trailer-dealer,,Dealerships > Trailer Dealer,,,13060,Businesses & Services
292,Truck Dealer,truck-dealer,,Dealerships > Truck Dealer,,,13060,Businesses & Services
232,Used Car Dealer,used-car-dealer,,Dealerships > Used Car Dealer,,https://visita.co.za/wp-content/uploads/2023/05/6o0rognplwe.jpg?wpId=45135,13060,Businesses & Services
198,Used Truck Dealer,used-truck-dealer,,Dealerships > Used Truck Dealer,,,13060,Businesses & Services
291,Volkswagen Dealer,volkswagen-dealer,,Dealerships > Volkswagen Dealer,,,13060,Businesses & Services
302,Volvo Dealer,volvo-dealer,,Dealerships > Volvo Dealer,,,13060,Businesses & Services
13211,Decor & Supplies,decor-supplies,,Decor & Supplies,,,0,Businesses & Services
13214,Balloon Artist,balloon-artist,,Decor & Supplies > Balloon Artist,,,13211,Businesses & Services
13215,Event Decorator,event-decorator,,Decor & Supplies > Event Decorator,,,13211,Businesses & Services
13212,Furniture Rental Service,furniture-rental-service,,Decor & Supplies > Furniture Rental Service,,,13211,Businesses & Services
13213,Lighting Supplier,lighting-supplier,,Decor & Supplies > Lighting Supplier,,,13211,Businesses & Services
154,Deli,deli,,Deli,https://visita.co.za/wp-content/uploads/2023/05/lp9wgfoztz8.jpg?wpId=53077,https://visita.co.za/wp-content/uploads/2023/05/qgfjzuxup1m.jpg?wpId=52998,0,Businesses & Services
320,Delivery Service,delivery-service,,Delivery Service,,https://visita.co.za/wp-content/uploads/2023/05/ra9hlpioh7k.jpg?wpId=53119,0,Businesses & Services
961,Dental,dental,,Dental,,,0,Businesses & Services
13128,Dental Services,dental-services,,Dental Services,,,0,Businesses & Services
756,Cosmetic Dentist,cosmetic-dentist,,Dental Services > Cosmetic Dentist,https://visita.co.za/wp-content/uploads/2023/06/Cosmetics-Dentist-Icon.png?wpId=56945,https://visita.co.za/wp-content/uploads/2023/06/Cosmetics-Dentist.png?wpId=56946,13128,Businesses & Services
